height,allInterlinks,validInterlinks,missingPtrs
1282341,9,36,0
1282342,10,36,0
1282343,10,36,0
1282344,9,36,0
1282345,9,36,0
1282346,9,36,0
1282347,9,36,0
1282348,10,36,0
1282349,6,36,0
1282350,7,36,0
1282351,7,36,0
1282352,7,36,0
1282353,7,36,0
1282354,7,36,0
1282355,8,36,0
1282356,8,36,-1
1282357,8,36,0
1282358,9,36,0
1282359,9,36,0
1282360,9,36,0
1282361,9,36,0
1282362,8,36,0
1282363,9,36,0
1282364,9,36,0
1282365,10,36,0
1282366,10,36,0
1282367,11,36,0
1282368,12,36,0
1282369,9,36,0
1282370,8,36,0
1282371,9,36,0
1282372,10,36,0
1282373,8,36,0
1282374,9,36,0
1282375,9,36,0
1282376,9,36,0
1282377,10,36,0
1282378,9,36,0
1282379,9,36,0
1282380,10,36,0
1282381,9,36,0
1282382,9,36,0
1282383,10,36,0
1282384,9,36,0
1282385,10,36,-1
1282386,9,36,0
1282387,8,36,0
1282388,9,36,0
1282389,9,36,0
1282390,8,36,0
1282391,9,36,0
1282392,10,36,0
1282393,10,36,0
1282394,9,36,0
1282395,10,36,0
1282396,9,36,0
1282397,10,36,0
1282398,11,36,0
1282399,11,36,0
1282400,12,36,0
1282401,11,36,0
1282402,11,36,0
1282403,11,36,0
1282404,9,36,0
1282405,10,36,0
1282406,10,36,0
1282407,10,36,0
1282408,10,36,0
1282409,10,36,0
1282410,11,36,0
1282411,11,36,0
1282412,9,36,0
1282413,10,36,-1
1282414,11,36,0
1282415,10,36,0
1282416,11,36,0
1282417,9,36,0
1282418,10,36,-1
1282419,10,36,0
1282420,9,36,0
1282421,10,36,0
1282422,9,36,0
1282423,10,36,0
1282424,10,36,0
1282425,8,36,0
1282426,9,36,0
1282427,10,36,0
1282428,9,36,0
1282429,10,36,0
1282430,11,36,0
1282431,11,36,0
1282432,12,36,0
1282433,12,36,0
1282434,10,36,0
1282435,8,36,0
1282436,9,36,0
1282437,10,36,0
1282438,10,36,0
1282439,10,36,0
1282440,10,36,0
1282441,8,36,-1
1282442,9,36,0
1282443,9,36,0
1282444,9,36,0
1282445,10,36,0
1282446,10,36,0
1282447,11,36,0
1282448,9,36,0
1282449,10,36,0
1282450,10,36,0
1282451,10,36,0
1282452,9,36,0
1282453,10,36,0
1282454,10,36,0
1282455,10,36,0
1282456,11,36,0
1282457,11,36,0
1282458,12,36,0
1282459,10,36,0
1282460,11,36,0
1282461,9,36,0
1282462,8,36,-1
1282463,9,36,0
1282464,10,36,0
1282465,11,36,0
1282466,9,36,0
1282467,10,36,0
1282468,10,36,0
1282469,10,36,-1
1282470,9,36,0
1282471,10,36,0
1282472,10,36,0
1282473,10,36,0
1282474,10,36,0
1282475,11,36,0
1282476,12,36,0
1282477,12,36,0
1282478,11,36,0
1282479,12,36,0
1282480,9,36,0
1282481,10,36,0
1282482,10,36,0
1282483,10,36,0
1282484,10,36,0
1282485,10,36,0
1282486,10,36,0
1282487,10,36,0
1282488,10,36,0
1282489,11,36,0
1282490,12,36,0
1282491,11,36,0
1282492,11,36,0
1282493,10,36,0
1282494,9,36,-1
1282495,7,36,0
1282496,8,36,0
1282497,9,36,0
1282498,8,36,0
1282499,8,36,0
1282500,6,36,0
1282501,7,36,-1
1282502,7,36,0
1282503,7,36,0
1282504,8,36,0
1282505,7,36,0
1282506,8,36,0
1282507,8,36,0
1282508,9,36,0
1282509,8,36,0
1282510,8,36,0
1282511,7,36,0
1282512,8,36,0
1282513,5,36,0
1282514,6,36,0
1282515,7,36,0
1282516,8,36,0
1282517,7,36,0
1282518,8,36,0
1282519,8,36,0
1282520,8,36,0
1282521,8,36,0
1282522,7,36,0
1282523,7,36,0
1282524,8,36,0
1282525,7,36,-1
1282526,8,36,0
1282527,9,36,0
1282528,9,36,0
1282529,7,36,0
1282530,8,36,0
1282531,8,36,0
1282532,8,36,0
1282533,5,36,0
1282534,6,36,-1
1282535,6,36,0
1282536,7,36,-1
1282537,7,36,0
1282538,8,36,0
1282539,7,36,-1
1282540,6,36,0
1282541,7,36,0
1282542,6,36,0
1282543,6,36,0
1282544,6,36,0
1282545,7,36,0
1282546,8,36,0
1282547,8,36,0
1282548,8,36,0
1282549,7,36,0
1282550,7,36,0
1282551,8,36,0
1282552,7,36,0
1282553,6,36,0
1282554,7,36,-1
1282555,8,36,0
1282556,9,36,0
1282557,8,36,0
1282558,7,36,0
1282559,7,36,0
1282560,8,36,0
1282561,8,36,0
1282562,7,36,0
1282563,6,36,0
1282564,7,36,0
1282565,7,36,0
1282566,6,36,-1
1282567,7,36,0
1282568,8,36,0
1282569,7,36,0
1282570,7,36,0
1282571,8,36,0
1282572,6,36,0
1282573,7,36,0
1282574,7,36,0
1282575,7,36,0
1282576,6,36,0
1282577,7,36,0
1282578,6,36,0
1282579,7,36,0
1282580,7,36,0
1282581,7,36,0
1282582,8,36,0
1282583,6,36,0
1282584,7,36,0
1282585,7,36,0
1282586,7,36,0
1282587,8,36,0
1282588,7,36,0
1282589,6,36,0
1282590,7,36,0
1282591,7,36,0
1282592,8,36,0
1282593,9,36,0
1282594,8,36,-1
1282595,7,36,0
1282596,7,36,0
1282597,8,36,0
1282598,8,36,0
1282599,9,36,0
1282600,7,36,0
1282601,8,36,0
1282602,6,36,0
1282603,7,36,0
1282604,8,36,0
1282605,7,36,0
1282606,8,36,0
1282607,9,36,0
1282608,7,36,0
1282609,8,36,0
1282610,8,36,0
1282611,7,36,-1
1282612,7,36,0
1282613,7,36,0
1282614,8,36,0
1282615,8,36,-1
1282616,8,36,1
1282617,6,36,0
1282618,7,36,0
1282619,8,36,0
1282620,7,36,0
1282621,8,36,0
1282622,9,36,0
1282623,10,36,0
1282624,9,36,0
1282625,10,36,0
1282626,10,36,0
1282627,11,36,0
1282628,9,36,0
1282629,10,36,0
1282630,10,36,0
1282631,9,36,0
1282632,10,36,0
1282633,11,36,-1
1282634,8,36,0
1282635,9,36,0
1282636,10,36,0
1282637,10,36,0
1282638,9,36,0
1282639,9,36,0
1282640,9,36,-1
1282641,9,36,0
1282642,10,36,0
1282643,10,36,0
1282644,6,36,0
1282645,7,36,0
1282646,7,36,0
1282647,8,36,0
1282648,8,36,0
1282649,7,36,0
1282650,8,36,0
1282651,9,36,0
1282652,10,36,0
1282653,11,36,0
1282654,9,36,0
1282655,10,36,0
1282656,11,36,0
1282657,9,36,0
1282658,10,36,0
1282659,10,36,0
1282660,9,36,0
1282661,6,36,0
1282662,7,36,0
1282663,8,36,0
1282664,9,36,-1
1282665,7,36,0
1282666,8,36,0
1282667,8,36,0
1282668,8,36,0
1282669,7,36,0
1282670,8,36,0
1282671,9,36,0
1282672,9,36,0
1282673,9,36,0
1282674,9,36,0
1282675,10,36,0
1282676,10,36,0
1282677,8,36,0
1282678,9,36,0
1282679,9,36,0
1282680,8,36,0
1282681,9,36,-1
1282682,9,36,0
1282683,9,36,0
1282684,10,36,-1
1282685,10,36,0
1282686,8,36,0
1282687,9,36,-1
1282688,9,36,0
1282689,10,36,0
1282690,9,36,0
1282691,10,36,-1
1282692,10,36,0
1282693,7,36,0
1282694,8,36,0
1282695,9,36,0
1282696,5,36,0
1282697,6,36,0
1282698,6,36,0
1282699,6,36,0
1282700,6,36,0
1282701,7,36,0
1282702,6,36,0
1282703,7,36,0
1282704,7,36,0
1282705,7,36,0
1282706,6,36,0
1282707,7,36,0
1282708,7,36,0
1282709,6,36,0
1282710,7,36,0
1282711,7,36,0
1282712,7,36,0
1282713,6,36,0
1282714,7,36,0
1282715,7,36,0
1282716,7,36,0
1282717,8,36,0
1282718,8,36,0
1282719,6,36,0
1282720,7,36,0
1282721,6,36,0
1282722,7,36,0
1282723,7,36,-1
1282724,7,36,0
1282725,7,36,0
1282726,8,36,0
1282727,8,36,0
1282728,9,36,-1
1282729,9,36,0
1282730,9,36,0
1282731,9,36,0
1282732,9,36,-1
1282733,6,36,0
1282734,7,36,0
1282735,8,36,0
1282736,8,36,0
1282737,9,36,0
1282738,8,36,0
1282739,7,36,0
1282740,8,36,0
1282741,8,36,0
1282742,8,36,0
1282743,8,36,0
1282744,8,36,0
1282745,8,36,0
1282746,9,36,0
1282747,9,36,0
1282748,8,36,0
1282749,8,36,0
1282750,8,36,0
1282751,8,36,0
1282752,9,36,0
1282753,8,36,0
1282754,8,36,0
1282755,9,36,0
1282756,9,36,0
1282757,9,36,0
1282758,9,36,0
1282759,9,36,0
1282760,10,36,0
1282761,11,36,0
1282762,9,36,0
1282763,9,36,0
1282764,8,36,0
1282765,7,36,0
1282766,8,36,0
1282767,8,36,0
1282768,9,36,0
1282769,7,36,0
1282770,8,36,0
1282771,9,36,0
1282772,9,36,0
1282773,10,36,0
1282774,6,36,0
1282775,7,36,0
1282776,8,36,0
1282777,8,36,0
1282778,8,36,0
1282779,9,36,0
1282780,9,36,0
1282781,9,36,0
1282782,8,36,0
1282783,9,36,0
1282784,10,36,0
1282785,10,36,0
1282786,10,36,0
1282787,10,36,0
1282788,10,36,0
1282789,11,36,0
1282790,10,36,0
1282791,11,36,0
1282792,10,36,0
1282793,7,36,0
1282794,8,36,0
1282795,8,36,0
1282796,8,36,0
1282797,8,36,0
1282798,9,36,0
1282799,9,36,0
1282800,8,36,0
1282801,9,36,0
1282802,8,36,0
1282803,9,36,0
1282804,8,36,0
1282805,8,36,0
1282806,9,36,0
1282807,8,36,-1
1282808,9,36,0
1282809,9,36,0
1282810,7,36,0
1282811,8,36,0
1282812,8,36,0
1282813,9,36,0
1282814,9,36,0
1282815,9,36,0
1282816,10,36,0
1282817,10,36,0
1282818,10,36,0
1282819,11,36,0
1282820,12,36,0
1282821,11,36,0
1282822,12,36,0
1282823,12,36,0
1282824,12,36,0
1282825,10,36,0
1282826,8,36,0
1282827,9,36,0
1282828,10,36,-1
1282829,8,36,0
1282830,7,36,-1
1282831,8,36,0
1282832,8,36,-1
1282833,8,36,0
1282834,9,36,0
1282835,9,36,0
1282836,10,36,0
1282837,8,36,0
1282838,9,36,0
1282839,10,36,0
1282840,10,36,0
1282841,11,36,0
1282842,11,36,0
1282843,10,36,0
1282844,11,36,0
1282845,10,36,0
1282846,10,36,0
1282847,9,36,-1
1282848,7,36,0
1282849,8,36,0
1282850,8,36,0
1282851,8,36,0
1282852,9,36,0
1282853,8,36,0
1282854,9,36,-1
1282855,9,36,0
1282856,10,36,0
1282857,9,36,0
1282858,8,36,0
1282859,9,36,-1
1282860,9,36,1
1282861,9,36,0
1282862,9,36,0
1282863,8,36,0
1282864,9,36,0
1282865,9,36,0
1282866,9,36,0
1282867,9,36,0
1282868,8,36,0
1282869,9,36,0
1282870,9,36,0
1282871,9,36,0
1282872,8,36,-1
1282873,9,36,0
1282874,10,36,0
1282875,8,36,-1
1282876,9,36,0
1282877,10,36,-1
1282878,10,36,0
1282879,9,36,0
1282880,9,36,0
1282881,10,36,-1
1282882,10,36,0
1282883,9,36,0
1282884,9,36,-1
1282885,10,36,0
1282886,9,36,0
1282887,8,36,0
1282888,9,36,0
1282889,9,36,0
1282890,9,36,0
1282891,10,36,0
1282892,8,36,0
1282893,9,36,0
1282894,10,36,0
1282895,9,36,0
1282896,10,36,0
1282897,9,36,0
1282898,10,36,-1
1282899,9,36,0
1282900,10,36,0
1282901,10,36,0
1282902,9,36,-1
1282903,9,36,0
1282904,10,36,0
1282905,11,36,0
1282906,12,36,0
1282907,12,36,0
1282908,12,36,0
1282909,12,36,0
1282910,12,36,0
1282911,13,36,0
1282912,13,36,0
1282913,11,36,0
1282914,10,36,-1
1282915,10,36,0
1282916,11,36,0
1282917,10,36,0
1282918,10,36,-1
1282919,11,36,0
1282920,9,36,0
1282921,8,36,0
1282922,8,36,0
1282923,9,36,0
1282924,9,36,0
1282925,10,36,-1
1282926,10,36,0
1282927,9,36,-1
1282928,10,36,-1
1282929,10,36,0
1282930,10,36,-1
1282931,9,36,1
1282932,10,36,0
1282933,9,36,-1
1282934,10,36,0
1282935,11,36,0
1282936,7,36,-1
1282937,8,36,0
1282938,8,36,0
1282939,9,36,0
1282940,8,36,-1
1282941,8,36,1
1282942,8,36,0
1282943,9,36,0
1282944,10,36,0
1282945,10,36,0
1282946,10,36,0
1282947,10,36,0
1282948,11,36,0
1282949,12,36,0
1282950,13,36,0
1282951,12,36,0
1282952,12,36,0
1282953,13,36,0
1282954,9,36,-1
1282955,10,36,-1
1282956,11,36,0
1282957,11,36,0
1282958,8,36,0
1282959,9,36,-1
1282960,9,36,0
1282961,10,36,0
1282962,10,36,-1
1282963,11,36,1
1282964,10,36,1
1282965,11,36,0
1282966,11,36,-1
1282967,12,36,0
1282968,11,36,0
1282969,12,36,-1
1282970,11,36,1
1282971,12,36,0
1282972,10,36,-1
1282973,10,36,0
1282974,11,36,0
1282975,11,36,0
1282976,10,36,0
1282977,11,36,0
1282978,9,36,0
1282979,10,36,0
1282980,10,36,0
1282981,10,36,-1
1282982,11,36,0
1282983,8,36,0
1282984,9,36,-1
1282985,10,36,0
1282986,10,36,0
1282987,11,36,0
1282988,10,36,-1
1282989,11,36,0
1282990,9,36,0
1282991,10,36,0
1282992,8,36,0
1282993,9,36,0
1282994,9,36,0
1282995,10,36,0
1282996,9,36,0
1282997,9,36,0
1282998,10,36,0
1282999,9,36,0
1283000,8,36,0
1283001,9,36,0
1283002,9,36,0
1283003,10,36,0
1283004,9,36,0
1283005,10,36,0
1283006,10,36,0
1283007,10,36,0
1283008,10,36,0
1283009,10,36,0
1283010,10,36,0
1283011,11,36,0
1283012,12,36,0
1283013,11,36,0
1283014,12,36,0
1283015,12,36,0
1283016,10,36,0
1283017,11,36,0
1283018,11,36,0
1283019,11,36,0
1283020,11,36,0
1283021,11,36,0
1283022,11,36,0
1283023,11,36,0
1283024,11,36,0
1283025,12,36,0
1283026,12,36,0
1283027,12,36,0
1283028,12,36,0
1283029,12,36,0
1283030,13,36,0
1283031,11,36,0
1283032,12,36,0
1283033,12,36,-1
1283034,13,36,0
1283035,10,36,-1
1283036,10,36,0
1283037,11,36,-1
1283038,10,36,-1
1283039,10,36,0
1283040,11,36,0
1283041,8,36,0
1283042,9,36,-1
1283043,9,36,1
1283044,10,36,0
1283045,9,36,0
1283046,10,36,-1
1283047,11,36,1
1283048,9,36,0
1283049,10,36,0
1283050,11,36,0
1283051,11,36,0
1283052,10,36,-1
1283053,11,36,0
1283054,10,36,-1
1283055,11,36,0
1283056,11,36,0
1283057,11,36,0
1283058,11,36,0
1283059,11,36,0
1283060,10,36,0
1283061,11,36,0
1283062,10,36,0
1283063,11,36,0
1283064,10,36,-1
1283065,10,36,0
1283066,11,36,-1
1283067,10,36,1
1283068,10,36,0
1283069,11,36,-1
1283070,10,36,0
1283071,9,36,0
1283072,10,36,0
1283073,9,36,-1
1283074,10,36,0
1283075,10,36,0
1283076,11,36,0
1283077,9,36,0
1283078,10,36,0
1283079,6,36,0
1283080,7,36,0
1283081,7,36,-1
1283082,8,36,0
1283083,8,36,0
1283084,8,36,0
1283085,9,36,-1
1283086,9,36,1
1283087,7,36,0
1283088,8,36,0
1283089,8,36,0
1283090,7,36,0
1283091,8,36,0
1283092,9,36,0
1283093,9,36,-1
1283094,7,36,0
1283095,8,36,-1
1283096,9,36,1
1283097,9,36,1
1283098,8,36,0
1283099,9,36,-1
1283100,9,36,0
1283101,8,36,-1
1283102,9,36,0
1283103,9,36,0
1283104,9,36,0
1283105,9,36,-1
1283106,8,36,0
1283107,9,36,0
1283108,9,36,0
1283109,8,36,0
1283110,8,36,0
1283111,9,36,0
1283112,9,36,0
1283113,7,36,0
1283114,8,36,0
1283115,9,36,0
1283116,8,36,-1
1283117,9,36,0
1283118,9,36,-1
1283119,10,36,0
1283120,9,36,0
1283121,10,36,0
1283122,10,36,0
1283123,9,36,0
1283124,9,36,0
1283125,10,36,0
1283126,10,36,0
1283127,10,36,0
1283128,11,36,0
1283129,10,36,0
1283130,10,36,-1
1283131,10,36,0
1283132,10,36,0
1283133,10,36,-1
1283134,10,36,0
1283135,10,36,0
1283136,10,36,0
1283137,11,36,-1
1283138,8,36,1
1283139,9,36,0
1283140,9,36,0
1283141,9,36,-1
1283142,9,36,0
1283143,8,36,0
1283144,9,36,-1
1283145,10,36,1
1283146,11,36,1
1283147,9,36,0
1283148,9,36,0
1283149,10,36,0
1283150,9,36,0
1283151,10,36,0
1283152,10,36,0
1283153,10,36,-1
1283154,11,36,0
1283155,11,36,0
1283156,9,36,0
1283157,10,36,0
1283158,11,36,-1
1283159,11,36,0
1283160,8,36,0
1283161,9,36,-1
1283162,9,36,1
1283163,10,36,0
1283164,9,36,-1
1283165,9,36,0
1283166,9,36,0
1283167,9,36,0
1283168,9,36,0
1283169,10,36,0
1283170,10,36,-1
1283171,10,36,0
1283172,11,36,-1
1283173,8,36,0
1283174,9,36,0
1283175,9,36,0
1283176,9,36,0
1283177,9,36,0
1283178,10,36,0
1283179,10,36,0
1283180,10,36,0
1283181,11,36,0
1283182,11,36,0
1283183,11,36,0
1283184,11,36,0
1283185,12,36,0
1283186,10,36,0
1283187,11,36,0
1283188,9,36,0
1283189,10,36,0
1283190,10,36,0
1283191,9,36,-1
1283192,10,36,0
1283193,10,36,0
1283194,10,36,-1
1283195,10,36,0
1283196,11,36,0
1283197,12,36,0
1283198,9,36,0
1283199,10,36,0
1283200,10,36,0
1283201,10,36,0
1283202,11,36,0
1283203,11,36,0
1283204,11,36,0
1283205,11,36,0
1283206,10,36,0
1283207,8,36,0
1283208,9,36,0
1283209,9,36,0
1283210,10,36,0
1283211,10,36,0
1283212,9,36,-1
1283213,10,36,0
1283214,9,36,0
1283215,10,36,-1
1283216,9,36,0
1283217,9,36,0
1283218,9,36,0
1283219,7,36,0
1283220,8,36,0
1283221,8,36,0
1283222,8,36,0
1283223,8,36,0
1283224,9,36,0
1283225,9,36,0
1283226,10,36,0
1283227,9,36,0
1283228,10,36,-1
1283229,9,36,0
1283230,10,36,0
1283231,10,36,0
1283232,9,36,0
1283233,10,36,0
1283234,10,36,0
1283235,11,36,0
1283236,4,36,0
1283237,5,36,-1
1283238,6,36,0
1283239,5,36,0
1283240,6,36,0
1283241,6,36,0
1283242,6,36,0
1283243,5,36,0
1283244,5,36,0
1283245,6,36,0
1283246,7,36,0
1283247,6,36,0
1283248,6,36,-1
1283249,5,36,1
1283250,5,36,0
1283251,6,36,0
1283252,7,36,0
1283253,7,36,0
1283254,8,36,0
1283255,8,36,0
1283256,9,36,0
1283257,9,36,-1
1283258,7,36,0
1283259,8,36,0
1283260,8,36,0
1283261,8,36,0
1283262,9,36,0
1283263,9,36,0
1283264,8,36,-1
1283265,8,36,0
1283266,8,36,0
1283267,7,36,0
1283268,8,36,0
1283269,8,36,0
1283270,8,36,0
1283271,8,36,0
1283272,9,36,0
1283273,10,36,0
1283274,9,36,0
1283275,9,36,0
1283276,10,36,0
1283277,9,36,0
1283278,9,36,0
1283279,8,36,0
1283280,8,36,0
1283281,6,36,0
1283282,6,36,0
1283283,7,36,0
1283284,7,36,0
1283285,7,36,0
1283286,8,36,0
1283287,9,36,0
1283288,8,36,0
1283289,6,36,0
1283290,7,36,0
1283291,8,36,0
1283292,6,36,0
1283293,7,36,0
1283294,7,36,0
1283295,7,36,0
1283296,7,36,0
1283297,7,36,0
1283298,7,36,0
1283299,7,36,-1
1283300,7,36,0
1283301,7,36,0
1283302,7,36,-1
1283303,7,36,0
1283304,8,36,0
1283305,9,36,0
1283306,9,36,0
1283307,9,36,0
1283308,9,36,0
1283309,7,36,0
1283310,7,36,0
1283311,7,36,0
1283312,8,36,0
1283313,8,36,0
1283314,8,36,0
1283315,6,36,-1
1283316,7,36,0
1283317,8,36,0
1283318,7,36,0
1283319,7,36,0
1283320,8,36,-1
1283321,8,36,0
1283322,8,36,0
1283323,7,36,0
1283324,8,36,0
1283325,6,36,-1
1283326,6,36,0
1283327,7,36,0
1283328,7,36,0
1283329,7,36,0
1283330,7,36,0
1283331,8,36,0
1283332,5,36,0
1283333,6,36,0
1283334,7,36,0
1283335,7,36,0
1283336,6,36,0
1283337,7,36,0
1283338,8,36,0
1283339,8,36,0
1283340,8,36,0
1283341,7,36,0
1283342,7,36,0
1283343,7,36,0
1283344,6,36,0
1283345,7,36,0
1283346,7,36,-1
1283347,8,36,0
1283348,7,36,0
1283349,8,36,0
1283350,7,36,-1
1283351,7,36,0
1283352,8,36,0
1283353,9,36,0
1283354,8,36,0
1283355,8,36,-1
1283356,8,36,0
1283357,5,36,0
1283358,6,36,0
1283359,6,36,0
1283360,6,36,0
1283361,6,36,0
1283362,7,36,-1
1283363,7,36,0
1283364,7,36,0
1283365,7,36,0
1283366,5,36,0
1283367,6,36,0
1283368,7,36,0
1283369,6,36,0
1283370,7,36,0
1283371,8,36,0
1283372,7,36,-1
1283373,7,36,0
1283374,8,36,0
1283375,9,36,0
1283376,7,36,0
1283377,8,36,-1
1283378,6,36,0
1283379,7,36,-1
1283380,7,36,0
1283381,8,36,0
1283382,7,36,-1
1283383,8,36,0
1283384,8,36,0
1283385,8,36,0
1283386,9,36,0
1283387,8,36,0
1283388,9,36,0
1283389,9,36,0
1283390,8,36,0
1283391,8,36,0
1283392,9,36,0
1283393,8,36,0
1283394,9,36,0
1283395,10,36,0
1283396,9,36,-1
1283397,10,36,0
1283398,8,36,0
1283399,9,36,-1
1283400,8,36,0
1283401,9,36,0
1283402,7,36,0
1283403,8,36,0
1283404,8,36,0
1283405,9,36,0
1283406,9,36,0
1283407,10,36,0
1283408,9,36,0
1283409,7,36,0
1283410,8,36,0
1283411,8,36,0
1283412,9,36,0
1283413,8,36,0
1283414,8,36,0
1283415,9,36,0
1283416,10,36,0
1283417,7,36,0
1283418,8,36,0
1283419,8,36,0
1283420,8,36,0
1283421,9,36,-1
1283422,9,36,0
1283423,9,36,-1
1283424,9,36,0
1283425,8,36,0
1283426,8,36,0
1283427,8,36,0
1283428,8,36,0
1283429,9,36,0
1283430,8,36,0
1283431,9,36,0
1283432,3,36,0
1283433,4,36,0
1283434,4,36,0
1283435,4,36,0
1283436,5,36,0
1283437,4,36,0
1283438,5,36,0
1283439,5,36,0
1283440,5,36,0
1283441,5,36,0
1283442,6,36,0
1283443,7,36,0
1283444,5,36,0
1283445,5,36,0
1283446,6,36,0
1283447,5,36,0
1283448,6,36,0
1283449,6,36,0
1283450,6,36,0
1283451,6,36,0
1283452,7,36,0
1283453,6,36,0
1283454,6,36,-1
1283455,7,36,1
1283456,6,36,0
1283457,6,36,0
1283458,7,36,0
1283459,8,36,0
1283460,7,36,0
1283461,8,36,0
1283462,6,36,0
1283463,7,36,0
1283464,7,36,-1
1283465,4,36,0
1283466,5,36,-1
1283467,5,36,0
1283468,5,36,0
1283469,5,36,0
1283470,6,36,0
1283471,5,36,0
1283472,6,36,0
1283473,6,36,0
1283474,7,36,0
1283475,6,36,0
1283476,7,36,0
1283477,6,36,0
1283478,6,36,0
1283479,6,36,0
1283480,5,36,0
1283481,6,36,0
1283482,7,36,0
1283483,8,36,0
1283484,8,36,0
1283485,7,36,0
1283486,8,36,0
1283487,9,36,0
1283488,9,36,0
1283489,8,36,0
1283490,9,36,-1
1283491,9,36,0
1283492,7,36,0
1283493,6,36,0
1283494,7,36,0
1283495,8,36,-1
1283496,7,36,0
1283497,8,36,0
1283498,9,36,0
1283499,4,36,0
1283500,5,36,-1
1283501,5,36,0
1283502,6,36,0
1283503,6,36,0
1283504,7,36,0
1283505,7,36,0
1283506,7,36,0
1283507,7,36,0
1283508,8,36,0
1283509,5,36,0
1283510,6,36,0
1283511,6,36,0
1283512,7,36,0
1283513,7,36,0
1283514,7,36,0
1283515,6,36,0
1283516,6,36,0
1283517,7,36,0
1283518,8,36,0
1283519,8,36,-1
1283520,8,36,0
1283521,8,36,0
1283522,6,36,0
1283523,7,36,0
1283524,8,36,0
1283525,6,36,0
1283526,7,36,0
1283527,8,36,0
1283528,7,36,0
1283529,8,36,0
1283530,9,36,0
1283531,7,36,0
1283532,8,36,0
1283533,9,36,0
1283534,9,36,0
1283535,8,36,-1
1283536,8,36,0
1283537,5,36,0
1283538,6,36,0
1283539,6,36,0
1283540,7,36,0
1283541,7,36,0
1283542,6,36,0
1283543,7,36,0
1283544,8,36,0
1283545,7,36,0
1283546,8,36,0
1283547,8,36,0
1283548,7,36,0
1283549,7,36,-1
1283550,8,36,1
1283551,7,36,0
1283552,8,36,-1
1283553,7,36,0
1283554,8,36,0
1283555,5,36,0
1283556,6,36,0
1283557,7,36,0
1283558,7,36,0
1283559,7,36,0
1283560,7,36,0
1283561,8,36,0
1283562,9,36,0
1283563,6,36,0
1283564,6,36,0
1283565,7,36,0
1283566,8,36,0
1283567,6,36,0
1283568,7,36,0
1283569,6,36,0
1283570,6,36,0
1283571,7,36,0
1283572,8,36,0
1283573,9,36,0
1283574,10,36,0
1283575,9,36,0
1283576,9,36,0
1283577,10,36,0
1283578,10,36,0
1283579,10,36,0
1283580,9,36,0
1283581,9,36,0
1283582,10,36,0
1283583,10,36,0
1283584,11,36,0
1283585,7,36,0
1283586,8,36,0
1283587,8,36,-1
1283588,8,36,0
1283589,9,36,0
1283590,8,36,-1
1283591,5,36,0
1283592,6,36,-1
1283593,7,36,0
1283594,6,36,0
1283595,7,36,0
1283596,7,36,0
1283597,8,36,0
1283598,7,36,0
1283599,7,36,0
1283600,8,36,0
1283601,7,36,0
1283602,8,36,0
1283603,9,36,0
1283604,9,36,0
1283605,7,36,0
1283606,7,36,0
1283607,7,36,0
1283608,6,36,0
1283609,7,36,0
1283610,7,36,0
1283611,7,36,0
1283612,7,36,0
1283613,8,36,-1
1283614,8,36,0
1283615,8,36,0
1283616,8,36,0
1283617,8,36,0
1283618,8,36,0
1283619,8,36,0
1283620,7,36,0
1283621,8,36,0
1283622,8,36,0
1283623,9,36,0
1283624,8,36,0
1283625,9,36,0
1283626,9,36,0
1283627,6,36,0
1283628,7,36,0
1283629,7,36,0
1283630,8,36,0
1283631,8,36,0
1283632,9,36,0
1283633,9,36,0
1283634,8,36,0
1283635,8,36,0
1283636,8,36,0
1283637,8,36,0
1283638,8,36,0
1283639,8,36,0
1283640,8,36,0
1283641,8,36,0
1283642,9,36,0
1283643,9,36,-1
1283644,9,36,0
1283645,9,36,0
1283646,7,36,0
1283647,7,36,0
1283648,8,36,0
1283649,8,36,0
1283650,7,36,0
1283651,8,36,0
1283652,9,36,0
1283653,9,36,0
1283654,9,36,-1
1283655,9,36,0
1283656,9,36,0
1283657,9,36,0
1283658,8,36,0
1283659,8,36,-1
1283660,8,36,0
1283661,9,36,0
1283662,9,36,0
1283663,9,36,0
1283664,10,36,0
1283665,8,36,0
1283666,9,36,0
1283667,9,36,0
1283668,10,36,0
1283669,9,36,-1
1283670,9,36,0
1283671,7,36,-1
1283672,8,36,0
1283673,8,36,0
1283674,8,36,-1
1283675,9,36,1
1283676,10,36,0
1283677,9,36,-1
1283678,8,36,0
1283679,9,36,-1
1283680,9,36,0
1283681,9,36,0
1283682,9,36,0
1283683,8,36,0
1283684,9,36,0
1283685,9,36,0
1283686,10,36,0
1283687,9,36,0
1283688,9,36,0
1283689,7,36,0
1283690,8,36,-1
1283691,8,36,1
1283692,8,36,0
1283693,9,36,0
1283694,9,36,-1
1283695,9,36,0
1283696,10,36,0
1283697,10,36,-1
1283698,10,36,0
1283699,9,36,0
1283700,10,36,0
1283701,8,36,0
1283702,9,36,0
1283703,10,36,0
1283704,10,36,0
1283705,10,36,0
1283706,10,36,0
1283707,10,36,0
1283708,8,36,0
1283709,9,36,0
1283710,10,36,0
1283711,10,36,0
1283712,9,36,-1
1283713,10,36,0
1283714,11,36,-1
1283715,7,36,0
1283716,7,36,0
1283717,8,36,0
1283718,9,36,0
1283719,9,36,0
1283720,8,36,0
1283721,9,36,0
1283722,9,36,0
1283723,7,36,0
